Time,Iteration,Cost,Parameters
Sun Aug 25 02:45:39 2024,166,0.17376671648765946,[-2.93758343  2.22411064 -2.13468106 -0.11604205  0.55632613]
Sun Aug 25 02:46:51 2024,167,0.17542144124167486,[-2.9380205   2.22454772 -2.13511814 -0.11560498  0.55588905]
Sun Aug 25 02:48:03 2024,168,0.1775006852467868,[-2.93778538  2.22478285 -2.13488301 -0.11536985  0.55612418]
Sun Aug 25 02:49:14 2024,169,0.17259165384226455,[-2.93766003  2.2246575  -2.13475766 -0.1154952   0.55599883]
Sun Aug 25 02:50:26 2024,170,0.1785265059524932,[-2.93726051  2.22505701 -2.13435815 -0.11509568  0.55559932]
Sun Aug 25 02:51:38 2024,171,0.17389621425770835,[-2.93746037  2.22525687 -2.13415829 -0.11529554  0.55579918]
Sun Aug 25 02:52:50 2024,172,0.1742519163403343,[-2.93745953  2.22525771 -2.13415745 -0.11529471  0.55580001]
Sun Aug 25 02:54:02 2024,173,0.17745182752139896,[-2.93721642  2.2250146  -2.13391434 -0.1150516   0.5555569 ]
Sun Aug 25 02:55:14 2024,174,0.18111328677556712,[-2.93727522  2.2249558  -2.13385554 -0.11499279  0.55561571]
Sun Aug 25 02:56:26 2024,175,0.18049812058236503,[-2.93707007  2.22516095 -2.13406069 -0.11478764  0.55582086]
Sun Aug 25 02:57:39 2024,176,0.1729809447591762,[-2.93714744  2.22508358 -2.13398332 -0.11486501  0.55574349]
Sun Aug 25 02:58:51 2024,177,0.1760072213656544,[-2.93707204  2.22515898 -2.13390792 -0.11478961  0.55566809]
Sun Aug 25 03:00:03 2024,178,0.17837204215753524,[-2.93742045  2.22550739 -2.13425633 -0.1144412   0.55531968]
Sun Aug 25 03:01:15 2024,179,0.17595745467817936,[-2.93794796  2.2260349  -2.13478384 -0.11391369  0.55479217]
Sun Aug 25 03:02:27 2024,180,0.17851623435378794,[-2.93750458  2.22559151 -2.13434045 -0.11347031  0.55523555]
Sun Aug 25 03:03:38 2024,181,0.17912060560615423,[-2.93726542  2.22535236 -2.1341013  -0.11323116  0.55547471]
Sun Aug 25 03:04:50 2024,182,0.1742837479366677,[-2.93753038  2.2250874  -2.13436626 -0.1129662   0.55573967]
Sun Aug 25 03:06:02 2024,183,0.17828931186185867,[-2.93822429  2.22439349 -2.13506017 -0.11366011  0.55643358]
Sun Aug 25 03:07:14 2024,184,0.17472761117710395,[-2.9381072   2.22427639 -2.13494307 -0.11377721  0.55655067]
Sun Aug 25 03:08:27 2024,185,0.17707039589453585,[-2.93943247  2.22295112 -2.13626834 -0.11510248  0.5552254 ]
Sun Aug 25 03:09:39 2024,186,0.17649392068756883,[-2.93994546  2.22346411 -2.13575535 -0.11458949  0.55471241]
Sun Aug 25 03:10:51 2024,187,0.18009927831335287,[-2.93995862  2.22347727 -2.13576851 -0.11457633  0.55469925]
Sun Aug 25 03:12:03 2024,188,0.17807915267111651,[-2.94035853  2.22387718 -2.13616842 -0.11497624  0.55509916]
Sun Aug 25 03:13:15 2024,189,0.18148178434177462,[-2.94084314  2.22339256 -2.13568381 -0.11449162  0.55461454]
Sun Aug 25 03:14:27 2024,190,0.17333016729177472,[-2.9415173   2.22406673 -2.13500965 -0.11381746  0.55394038]
Sun Aug 25 03:15:40 2024,191,0.17424058239366186,[-2.9425801   2.22300393 -2.13394685 -0.11488026  0.55287758]
Sun Aug 25 03:16:52 2024,192,0.17313363335430418,[-2.9425403   2.22304373 -2.13390705 -0.11492006  0.55291738]
Sun Aug 25 03:18:04 2024,193,0.1749557316379842,[-2.94289512  2.22268892 -2.13426186 -0.11456524  0.55256257]
Sun Aug 25 03:19:16 2024,194,0.1724616504004749,[-2.94279339  2.22258719 -2.13416014 -0.11466697  0.55246084]
Sun Aug 25 03:20:29 2024,195,0.17544309137943626,[-2.94296739  2.22241319 -2.13433414 -0.11484097  0.55228684]
Sun Aug 25 03:21:41 2024,196,0.17672229285268326,[-2.94243733  2.22294325 -2.1348642  -0.11537103  0.55175678]
Sun Aug 25 03:22:53 2024,197,0.17370851841205945,[-2.94227487  2.22278079 -2.13470174 -0.11520857  0.55191924]
Sun Aug 25 03:24:05 2024,198,0.17570165628371986,[-2.94210992  2.22294574 -2.13453679 -0.11537352  0.55175429]
Sun Aug 25 03:25:18 2024,199,0.17789336471111147,[-2.94201151  2.22304415 -2.1346352  -0.11547192  0.55165589]
Sun Aug 25 03:26:31 2024,200,0.176684089759159,[-2.94177573  2.22327993 -2.13439942 -0.11523614  0.55189167]
Sun Aug 25 03:27:45 2024,201,0.17127852833282417,[-2.94131065  2.22374501 -2.1348645  -0.11477105  0.55142658]
Sun Aug 25 03:28:58 2024,202,0.17490120004654744,[-2.94168367  2.22337199 -2.13449148 -0.11439803  0.55179961]
Sun Aug 25 03:30:11 2024,203,0.17547582575947676,[-2.94222944  2.22282622 -2.13394571 -0.1149438   0.55125384]
Sun Aug 25 03:31:25 2024,204,0.1743003449595055,[-2.9428016   2.22339838 -2.13337355 -0.11437164  0.551826  ]
Sun Aug 25 03:32:38 2024,205,0.17709165872178212,[-2.9432763   2.22387308 -2.13289885 -0.11389693  0.5523007 ]
Sun Aug 25 03:33:51 2024,206,0.181696683923632,[-2.94404711  2.22464389 -2.13212804 -0.11466774  0.55307151]
Sun Aug 25 03:35:04 2024,207,0.17804183066997376,[-2.94412121  2.22456979 -2.13220215 -0.11474185  0.55314561]
Sun Aug 25 03:36:17 2024,208,0.18073006166836597,[-2.94400552  2.22468547 -2.13231784 -0.11462616  0.5532613 ]
Sun Aug 25 03:37:30 2024,209,0.17991258480895722,[-2.94328681  2.22540419 -2.13159912 -0.11390744  0.55254259]
Sun Aug 25 03:38:42 2024,210,0.1758307417789128,[-2.94359338  2.22571076 -2.13190569 -0.11421401  0.55223602]
Sun Aug 25 03:39:55 2024,211,0.17389219246988186,[-2.94396081  2.22607819 -2.13227312 -0.11458145  0.55186859]
Sun Aug 25 03:41:07 2024,212,0.17726333087920074,[-2.94399743  2.22611481 -2.13230975 -0.11454482  0.55190521]
Sun Aug 25 03:42:19 2024,213,0.17382550932497273,[-2.94420813  2.2263255  -2.13252044 -0.11475552  0.5521159 ]
Sun Aug 25 03:43:31 2024,214,0.17493279306583182,[-2.94406     2.22617738 -2.13266856 -0.11490364  0.55226403]
Sun Aug 25 03:44:43 2024,215,0.17471772689858334,[-2.94410281  2.22613457 -2.13271137 -0.11486084  0.55230683]
Sun Aug 25 03:45:56 2024,216,0.1791026901486931,[-2.94416633  2.22607105 -2.13264785 -0.11492436  0.55224331]
