Time,Iteration,Cost,Parameters
 -2.46423602 -2.18891274  3.14716936  2.45419508 -0.7597286  -2.84900355
  1.45021218 -0.0210755  -2.39027062  2.21085786  1.50856043 -0.61513761
  0.94316645 -1.51996629 -0.42865161  2.46055035 -0.01549732  0.68886836
  2.84441105  1.01569444  3.06698208  2.96684073  2.88691687 -2.82345242
  0.0345829  -0.31777264  1.44527519  2.77449257 -0.45241735 -2.31639322
  2.41832937 -3.08498429  0.70665571 -0.60099845 -1.89261045  2.65758292
 -1.83720185 -1.6927632  -2.52450883  2.1480224  -2.21346055  2.20002602
  2.24286843  1.70473988  2.34606562  2.87549104  1.64592744  1.69070916
 -1.93588517 -2.18903289  1.27867608]
Sun Nov 24 08:38:33 2024,1383,0.02120310923020711,[-2.98230188  2.30779557 -2.18634247 -0.16707171  0.57364534 -2.78290944
  3.15042821  2.10899462  0.99932041 -0.96952679  0.6888798   0.92524022
  1.33164241 -1.92047057  1.05967753  2.92223452 -0.37771886 -0.35993422
 -1.93035266  0.88881546  1.79145883  2.72460379 -1.10316453 -0.35264191
 -2.46599224 -2.18715652  3.14892557  2.45243886 -0.76148481 -2.85075976
  1.44845597 -0.02283171 -2.3885144   2.21261407  1.51031665 -0.61689382
  0.94141024 -1.52172251 -0.43040782  2.46230657 -0.01725353  0.68711215
  2.84265484  1.01745066  3.0687383   2.96859694  2.88867308 -2.82520864
  0.03282668 -0.31601643  1.44351897  2.77624878 -0.45066113 -2.31814944
  2.41657316 -3.0867405   0.70841193 -0.60275467 -1.89085424  2.65582671
 -1.83544564 -1.69451942 -2.52626504  2.14977861 -2.21170434  2.19826981
  2.24111222  1.70298367  2.3443094   2.87724725  1.64417123  1.69246538
 -1.93412896 -2.1907891   1.2804323 ]
Sun Nov 24 08:49:29 2024,1384,0.020945597311913772,[-2.98458126  2.30551619 -2.1840631  -0.16935108  0.57136597 -2.78063006
  3.15270759  2.10671525  0.99704104 -0.96724742  0.69115917  0.92296085
  1.33392178 -1.9181912   1.06195691  2.91995515 -0.37543949 -0.35765485
 -1.92807329  0.89109484  1.79373821  2.72688316 -1.1054439  -0.35036254
 -2.46827161 -2.18487715  3.1466462   2.45015949 -0.76376419 -2.84848039
  1.44617659 -0.02511108 -2.38623503  2.21489344  1.50803727 -0.61461445
  0.94368961 -1.52400188 -0.43268719  2.46002719 -0.01497416  0.68483278
  2.84037546  1.01973003  3.07101767  2.96631757  2.88639371 -2.82292926
  0.03510605 -0.31373706  1.44579835  2.77396941 -0.44838176 -2.31587006
  2.41885253 -3.08446113  0.70613255 -0.6004753  -1.88857487  2.65354733
 -1.83316627 -1.69679879 -2.52854441  2.15205798 -2.21398371  2.19599044
  2.24339159  1.70526304  2.34203003  2.87952663  1.64189186  1.690186
 -1.93184959 -2.19306848  1.28271167]
Sun Nov 24 09:00:25 2024,1385,0.02066501568977367,[-2.98217282  2.30792463 -2.18165466 -0.16694264  0.56895753 -2.7830385
  3.15029915  2.10912369  0.99944948 -0.96483898  0.69356761  0.92055241
  1.33151335 -1.91578277  1.05954847  2.92236358 -0.37303105 -0.36006328
 -1.93048173  0.89350327  1.79614664  2.72447473 -1.10303546 -0.3479541
 -2.47068004 -2.18246871  3.14905464  2.45256793 -0.76135575 -2.85088882
  1.44376816 -0.02270264 -2.38382659  2.21730188  1.51044571 -0.61220601
  0.94609805 -1.52159344 -0.43509563  2.45761876 -0.01256572  0.68724122
  2.8427839   1.02213847  3.07342611  2.96390913  2.88398527 -2.82052083
  0.03269762 -0.31132862  1.44338991  2.77637784 -0.4507902  -2.3182785
  2.41644409 -3.08686956  0.70854099 -0.60288373 -1.88616643  2.6511389
 -1.8355747  -1.69920723 -2.53095285  2.15446642 -2.21639215  2.19839887
  2.24098315  1.70767148  2.33962159  2.88193506  1.64430029  1.69259444
 -1.93425802 -2.19066004  1.28512011]
Sun Nov 24 09:11:23 2024,1386,0.02136248650426806,[-2.98173262  2.30836483 -2.18121447 -0.16650245  0.56851734 -2.7834787
  3.15073935  2.10868349  0.99988967 -0.96527918  0.69312741  0.92011221
  1.33107315 -1.91622296  1.05998867  2.92280378 -0.37259085 -0.35962308
 -1.93092193  0.89306307  1.79570645  2.72491492 -1.10347566 -0.3483943
 -2.47112024 -2.18290891  3.14861444  2.45212773 -0.76179595 -2.85044863
  1.44332796 -0.02226245 -2.3833864   2.21774208  1.51000551 -0.61264621
  0.94565785 -1.52115324 -0.43553583  2.45805896 -0.01300592  0.68768141
  2.8432241   1.02257867  3.07298591  2.96346893  2.88354507 -2.82096103
  0.03225742 -0.31088842  1.44383011  2.77681804 -0.4512304  -2.3187187
  2.41688429 -3.08642937  0.70810079 -0.60332393 -1.88660663  2.65157909
 -1.83513451 -1.69964743 -2.53051265  2.15402622 -2.21683235  2.19883907
  2.24054295  1.70811167  2.3391814   2.88149487  1.6438601   1.69303464
 -1.93381783 -2.19110024  1.28467991]
Sun Nov 24 09:22:17 2024,1387,0.021794735140157798,[-2.98081388  2.30744609 -2.1821332  -0.16558371  0.5675986  -2.78255996
  3.15165809  2.10960223  1.00080841 -0.96436044  0.69404615  0.91919347
  1.33199189 -1.91530423  1.05906993  2.92372252 -0.37167211 -0.36054182
 -1.93184066  0.89214434  1.79478771  2.72583366 -1.10255692 -0.34747557
 -2.47203898 -2.18199017  3.14953318  2.45304647 -0.76271469 -2.85136736
  1.44240922 -0.02134371 -2.38246766  2.21866082  1.50908677 -0.61172747
  0.94473911 -1.5202345  -0.43461709  2.45897769 -0.01392466  0.68676268
  2.84230536  1.02165993  3.07390465  2.96438767  2.88446381 -2.82004229
  0.03317616 -0.30996968  1.44291137  2.7758993  -0.45031166 -2.31779996
  2.41780303 -3.08551063  0.70901953 -0.60424267 -1.88568789  2.65249783
 -1.83421577 -1.69872869 -2.52959391  2.15494496 -2.21591361  2.19975781
  2.23962422  1.70903041  2.33826266  2.8824136   1.64477883  1.69395338
 -1.93473656 -2.19201898  1.28376117]
Sun Nov 24 09:33:10 2024,1388,0.019533900793110213,[-2.97766714  2.31059283 -2.17898646 -0.16873045  0.56445185 -2.7857067
  3.15480483  2.10645549  0.99766167 -0.9612137   0.69719289  0.92234022
  1.33513863 -1.91215748  1.05592319  2.92057578 -0.36852537 -0.36368856
 -1.92869392  0.88899759  1.79793445  2.7289804  -1.09941018 -0.35062231
 -2.46889224 -2.18513692  3.15267992  2.44989973 -0.76586143 -2.84822062
  1.44555596 -0.01819697 -2.37932092  2.21551407  1.51223351 -0.60858073
  0.94788585 -1.51708776 -0.43776383  2.46212444 -0.01077791  0.68361593
  2.8454521   1.01851319  3.07705139  2.96124093  2.88131707 -2.82318903
  0.03002942 -0.30682294  1.43976463  2.77904605 -0.44716492 -2.3209467
  2.42094977 -3.08236389  0.71216627 -0.60738941 -1.88883463  2.65564458
 -1.83736251 -1.69558195 -2.53274065  2.1580917  -2.21906035  2.20290455
  2.24277096  1.70588367  2.33511592  2.88556035  1.64163209  1.69710012
 -1.93788331 -2.19516572  1.28061443]
Sun Nov 24 09:44:04 2024,1389,0.019949680720645256,[-2.97987367  2.3083863  -2.17677993 -0.17093698  0.56224532 -2.78791323
  3.15701136  2.10424895  0.9998682  -0.95900717  0.69939942  0.92454675
  1.33734516 -1.90995095  1.05371666  2.91836925 -0.36631884 -0.36148203
 -1.92648739  0.88679106  1.79572792  2.73118694 -1.10161671 -0.34841577
 -2.46668571 -2.18293038  3.15488645  2.45210626 -0.76806796 -2.84601409
  1.44776249 -0.01599043 -2.38152745  2.21330754  1.51444005 -0.61078726
  0.95009239 -1.51929429 -0.43997036  2.4599179  -0.01298445  0.6814094
  2.84324557  1.02071972  3.07925792  2.96344746  2.87911054 -2.8209825
  0.03223595 -0.30902947  1.4375581   2.78125258 -0.44937145 -2.31874017
  2.4231563  -3.08015735  0.7143728  -0.60518288 -1.8866281   2.65785111
 -1.83956904 -1.69778848 -2.53053412  2.15588517 -2.21685382  2.20511108
  2.24056443  1.7080902   2.33732245  2.88776688  1.64383862  1.69489359
 -1.93567677 -2.19295919  1.28282096]
Sun Nov 24 09:55:03 2024,1390,0.020315007657103475,[-2.98053928  2.3090519  -2.17611433 -0.17027138  0.56291093 -2.78857884
  3.15634576  2.10358335  1.00053381 -0.95834157  0.69873382  0.92388115
  1.33801076 -1.91061655  1.05438226  2.91770364 -0.36565324 -0.36081643
 -1.92715299  0.88612546  1.79506231  2.73052133 -1.10228231 -0.34908138
 -2.46735131 -2.18359599  3.15555205  2.45144065 -0.76740236 -2.84667969
  1.4484281  -0.01665604 -2.38219305  2.21397314  1.51377444 -0.61012166
  0.94942678 -1.51862869 -0.43930476  2.46058351 -0.01365005  0.6807438
  2.84257997  1.02005411  3.07992352  2.96278186  2.87844493 -2.8216481
  0.03157035 -0.30836387  1.4382237   2.78191818 -0.45003705 -2.31807457
  2.4238219  -3.07949175  0.71503841 -0.60584848 -1.8859625   2.65851671
 -1.83890344 -1.69712288 -2.52986852  2.15655077 -2.21751942  2.20444548
  2.23989882  1.70875581  2.33798805  2.88843248  1.64450423  1.69555919
 -1.93501117 -2.19362479  1.28215536]
Sun Nov 24 10:05:59 2024,1391,0.019449665555001838,[-2.98117096  2.30968358 -2.17674601 -0.17090306  0.56227924 -2.78794716
  3.15697744  2.10295167  0.99990212 -0.95770989  0.6993655   0.92451283
  1.33737908 -1.91124823  1.05501394  2.91833533 -0.36628492 -0.36018475
 -1.92778467  0.88549378  1.79569399  2.72988965 -1.10165063 -0.3484497
 -2.46798299 -2.18422767  3.15618374  2.45207234 -0.76803404 -2.84604801
  1.44905978 -0.01602435 -2.38282473  2.21460482  1.51440612 -0.61075334
  0.9487951  -1.51799701 -0.43993644  2.46121519 -0.01428173  0.68011212
  2.84194829  1.0206858   3.0805552   2.96341354  2.87781325 -2.82101642
  0.03093866 -0.30899555  1.43759202  2.78254986 -0.44940537 -2.31744289
  2.42319022 -3.08012343  0.71440673 -0.60648016 -1.88659418  2.65914839
 -1.83953512 -1.69649119 -2.52923684  2.15591909 -2.21688774  2.2038138
  2.2405305   1.70938749  2.33861973  2.88906416  1.64513591  1.69619087
 -1.93437949 -2.19299311  1.28152368]
Sun Nov 24 10:16:59 2024,1392,0.02037381791846375,[-2.98112002  2.30963265 -2.17669508 -0.17085213  0.56233018 -2.78789622
  3.15702837  2.10290074  0.99985119 -0.95765895  0.69941643  0.92456376
  1.33732815 -1.9111973   1.05506487  2.91838626 -0.36633585 -0.36013382
 -1.92783561  0.88544285  1.79564306  2.72983872 -1.1015997  -0.34839876
 -2.46803392 -2.1842786   3.1561328   2.45212327 -0.76808497 -2.84599708
  1.44900884 -0.01607529 -2.38287566  2.21465576  1.51435519 -0.61080428
  0.94874417 -1.51804794 -0.43998737  2.46116425 -0.0142308   0.68016305
  2.84189735  1.02063486  3.08050427  2.96336261  2.87776232 -2.82096549
  0.0309896  -0.30904649  1.43754108  2.7826008  -0.44935444 -2.31749382
  2.42324116 -3.08017436  0.71445766 -0.60642923 -1.88664511  2.65909746
 -1.83948419 -1.69654213 -2.52928777  2.15586816 -2.21683681  2.20386473
  2.24047957  1.70943842  2.3385688   2.88901323  1.64508497  1.6962418
 -1.93443042 -2.19304404  1.28157461]
Sun Nov 24 10:28:12 2024,1393,0.019574476878251097,[-2.98113895  2.30965157 -2.17667615 -0.17087105  0.56231125 -2.7878773
  3.1570473   2.10291966  0.99987012 -0.95767788  0.69939751  0.92454484
  1.33734707 -1.91121623  1.0550838   2.91836733 -0.36635477 -0.36015274
 -1.92781668  0.88546177  1.79566199  2.7298198  -1.10161862 -0.34841769
 -2.468015   -2.18429752  3.15615173  2.45210435 -0.76806605 -2.84597816
  1.44898992 -0.01609421 -2.38285674  2.21467468  1.51437412 -0.61078535
  0.94876309 -1.51802902 -0.43996845  2.46114533 -0.01424972  0.68018197
  2.84187843  1.02061594  3.08052319  2.96334368  2.8777434  -2.82098441
  0.03097067 -0.30906541  1.43756001  2.78258187 -0.44937336 -2.3174749
  2.42326008 -3.08019329  0.71443874 -0.60644815 -1.88666403  2.65907853
 -1.83950311 -1.69656105 -2.52930669  2.15584923 -2.21681788  2.20388366
  2.24046065  1.7094195   2.33854987  2.88903215  1.6451039   1.69626073
 -1.9344115  -2.19306296  1.28159353]
Sun Nov 24 10:39:07 2024,1394,0.019761936525926282,[-2.98035529  2.30886792 -2.17745981 -0.17008739  0.5615276  -2.78866096
  3.15783095  2.102136    1.00065377 -0.95689422  0.69861385  0.92532849
  1.33813073 -1.91199988  1.05430014  2.91758368 -0.36713843 -0.3609364
 -1.92703302  0.88467811  1.79644564  2.72903614 -1.10240228 -0.34920135
 -2.46723134 -2.18351387  3.15693538  2.45132069 -0.76884971 -2.8451945
  1.44820626 -0.01531055 -2.3836404   2.21545834  1.51515777 -0.61156901
  0.94797944 -1.51724536 -0.43918479  2.46192899 -0.01503338  0.68096563
  2.84266209  1.0213996   3.07973954  2.96256003  2.87852705 -2.82176807
  0.03175433 -0.30828175  1.43834367  2.78336553 -0.45015702 -2.31669124
  2.42247642 -3.08097695  0.71522239 -0.60566449 -1.88744769  2.65986219
 -1.84028677 -1.69734471 -2.53009035  2.15506557 -2.21760154  2.2031
  2.23967699  1.71020315  2.33933353  2.88824849  1.64588756  1.69547707
 -1.93362784 -2.19227931  1.28237719]
Sun Nov 24 10:49:58 2024,1395,0.02013253885787891,[-2.98164838  2.30757483 -2.17616672 -0.17138048  0.56282068 -2.78995405
  3.15653786  2.10342909  0.99936068 -0.95560113  0.69990694  0.9240354
  1.33942382 -1.91329297  1.05559323  2.91887677 -0.36843152 -0.36222949
 -1.92573994  0.8859712   1.79773873  2.72774305 -1.10110919 -0.34790826
 -2.46593825 -2.18222078  3.15822847  2.4500276  -0.76755662 -2.84648759
  1.44691317 -0.01401746 -2.38234731  2.21675143  1.51645086 -0.6128621
  0.94668635 -1.51853845 -0.44047788  2.46322208 -0.01632647  0.67967254
  2.84395518  1.02269269  3.08103263  2.96385312  2.87723396 -2.82306116
  0.03046124 -0.30698866  1.43963675  2.78207244 -0.44886393 -2.31539815
  2.42118333 -3.08227003  0.71651548 -0.60437141 -1.88874078  2.66115528
 -1.83899368 -1.69605162 -2.52879726  2.15635866 -2.21889463  2.20180691
  2.24097008  1.70891007  2.34062662  2.88695541  1.64459447  1.69677016
 -1.93233475 -2.1935724   1.2810841 ]
Sun Nov 24 11:00:50 2024,1396,0.019744572240721646,[-2.98116071  2.30708716 -2.17567906 -0.17089282  0.56330835 -2.78946638
  3.1560502   2.10294143  0.99887302 -0.95511347  0.70039461  0.92452307
  1.33991148 -1.91280531  1.05510556  2.91936443 -0.36794386 -0.36174182
 -1.9262276   0.88548354  1.7982264   2.72823072 -1.10062153 -0.34839592
 -2.46545059 -2.18173311  3.15774081  2.45051526 -0.76804428 -2.84599992
  1.44642551 -0.01450513 -2.38283498  2.21723909  1.5159632  -0.61334976
  0.94619868 -1.51805079 -0.43999022  2.46370974 -0.0158388   0.68016021
  2.84346751  1.02318035  3.08054496  2.96434078  2.87772163 -2.82257349
  0.02997358 -0.306501    1.43914909  2.78158478 -0.4493516  -2.31588582
  2.42069567 -3.08178237  0.71700315 -0.60388374 -1.88825311  2.66164295
 -1.83948134 -1.69556395 -2.52928493  2.155871   -2.21938229  2.20131925
  2.24145774  1.7084224   2.34013896  2.88646774  1.6441068   1.69628249
 -1.93184709 -2.19308473  1.28059644]
Sun Nov 24 11:11:44 2024,1397,0.01954688947633944,[-2.98111791  2.30712996 -2.17572186 -0.17085002  0.56335115 -2.78942358
  3.156093    2.10289863  0.99883022 -0.95515627  0.70035181  0.92456587
  1.33995429 -1.91276251  1.05506276  2.91932163 -0.36798666 -0.36178462
 -1.9261848   0.88544073  1.7981836   2.72818791 -1.10066433 -0.34835312
 -2.46540779 -2.18169031  3.15769801  2.45047246 -0.76808708 -2.84595712
  1.44638271 -0.01446233 -2.38279217  2.21719629  1.516006   -0.61339256
  0.94615588 -1.51800798 -0.43994741  2.46375254 -0.0158816   0.68020301
  2.84351031  1.02322315  3.08050216  2.96429798  2.87776443 -2.82253069
  0.02993078 -0.3065438   1.43919189  2.78154197 -0.4493944  -2.31584301
  2.42065287 -3.08173957  0.71704595 -0.60384094 -1.88829592  2.66168575
 -1.83943854 -1.69552115 -2.52924213  2.1559138  -2.21933949  2.20127644
  2.24150054  1.7084652   2.34018176  2.88642494  1.6441496   1.69632529
 -1.93180429 -2.19304193  1.28063924]
Sun Nov 24 11:22:47 2024,1398,0.019545892336721132,[-2.9792864   2.30896148 -2.17389035 -0.17268153  0.56151964 -2.79125509
  3.15792451  2.10473014  1.00066173 -0.95332476  0.70218332  0.92639738
  1.3417858  -1.91093099  1.05689427  2.91749012 -0.36615515 -0.35995311
 -1.92801631  0.88727224  1.79635208  2.73001942 -1.09883282 -0.34652161
 -2.4672393  -2.18352182  3.15586649  2.45230397 -0.7699186  -2.84412561
  1.4445512  -0.01629384 -2.38462368  2.2190278   1.51783751 -0.61522408
  0.94798739 -1.5198395  -0.4381159   2.46192103 -0.01405009  0.68203452
  2.8416788   1.02505466  3.08233367  2.96612949  2.87959594 -2.8243622
  0.03176229 -0.30837531  1.4410234   2.77971046 -0.44756289 -2.31767453
  2.42248438 -3.08357108  0.71521444 -0.60567245 -1.89012743  2.65985424
 -1.83760703 -1.69368964 -2.53107364  2.15408229 -2.221171    2.19944493
  2.23966903  1.71029671  2.33835025  2.88825645  1.64598111  1.69815681
 -1.92997278 -2.19121042  1.27880773]
Sun Nov 24 11:33:45 2024,1399,0.019092900132190893,[-2.98066884  2.31034391 -2.17527278 -0.17129909  0.56290208 -2.79263753
  3.15654207  2.1033477   0.99927929 -0.95194232  0.70080088  0.92777982
  1.34040336 -1.90954856  1.05827671  2.91610768 -0.36753758 -0.35857067
 -1.92939875  0.88588981  1.79773452  2.72863699 -1.09745038 -0.34513917
 -2.46585686 -2.18213939  3.15448406  2.45092154 -0.77130103 -2.84550805
  1.44593363 -0.0149114  -2.38324125  2.22041024  1.51645507 -0.61384164
  0.94936983 -1.51845706 -0.43949834  2.4605386  -0.01266766  0.68341696
  2.84029637  1.02367223  3.08371611  2.96751193  2.88097838 -2.82297976
  0.03314472 -0.30699287  1.43964096  2.77832803 -0.44618045 -2.31629209
  2.42110194 -3.08495352  0.713832   -0.60705489 -1.88874499  2.6584718
 -1.83898947 -1.69230721 -2.53245608  2.15546473 -2.21978857  2.1980625
  2.2382866   1.70891428  2.33696781  2.88687401  1.64736355  1.69677437
 -1.92859034 -2.19259285  1.27742529]
Sun Nov 24 11:44:34 2024,1400,0.019533444999387636,[-2.97989495  2.30957002 -2.17449889 -0.1705252   0.56212819 -2.79341142
  3.15731596  2.10412159  0.9985054  -0.95271621  0.70002699  0.92700593
  1.33962947 -1.91032245  1.0590506   2.91688157 -0.36676369 -0.35779678
 -1.93017264  0.88511592  1.79850841  2.7278631  -1.09667649 -0.34436528
 -2.46663075 -2.1813655   3.15371017  2.45169543 -0.77052714 -2.84628194
  1.44670752 -0.01413751 -2.38401514  2.22118413  1.51568118 -0.61306775
  0.94859594 -1.51768317 -0.44027223  2.46131249 -0.01344154  0.68264307
  2.84107026  1.02289834  3.08449     2.96673804  2.88175227 -2.82220587
  0.03391861 -0.30776676  1.44041485  2.77755414 -0.44695434 -2.31706598
  2.42032805 -3.08417963  0.71305811 -0.606281   -1.88951888  2.65769791
 -1.83976336 -1.69153332 -2.53322996  2.15623862 -2.22056246  2.19728861
  2.23906049  1.70814039  2.3377417   2.8876479   1.64658966  1.69600048
 -1.92781645 -2.19181897  1.2766514 ]
Sun Nov 24 11:55:24 2024,1401,0.020222005383290755,[-2.98087417  2.31054924 -2.17547811 -0.17150442  0.56114897 -2.79439064
  3.15633675  2.10314237  0.99948462 -0.95369543  0.70100621  0.92798515
  1.33865025 -1.90934323  1.06002982  2.91590235 -0.36774291 -0.358776
 -1.93115185  0.88609514  1.79752919  2.72688388 -1.09765571 -0.3453445
 -2.46760997 -2.18038628  3.15273095  2.45267464 -0.77150636 -2.84530272
  1.44572831 -0.0131583  -2.38303592  2.22216335  1.5166604  -0.61404697
  0.94761672 -1.51866239 -0.43929301  2.4622917  -0.01442076  0.68166385
  2.84009104  1.02191912  3.08351078  2.96575882  2.88077305 -2.82318509
  0.03489783 -0.30874598  1.44139407  2.77853335 -0.44597512 -2.31804519
  2.41934883 -3.08515884  0.71207889 -0.60726022 -1.88853966  2.65671869
 -1.83878414 -1.69251253 -2.53225075  2.15721783 -2.21958324  2.19630939
  2.23808127  1.7091196   2.33676248  2.88862712  1.64561045  1.6969797
 -1.92879567 -2.19083975  1.27567218]
Sun Nov 24 12:06:20 2024,1402,0.019802068127412486,[-2.97961472  2.31180869 -2.17673756 -0.17276386  0.56240842 -2.79565008
  3.1550773   2.10440182  1.00074406 -0.95495487  0.70226565  0.9267257
  1.3399097  -1.90808378  1.06128926  2.9171618  -0.36648347 -0.36003545
 -1.92989241  0.88483569  1.79626975  2.72814333 -1.09639626 -0.34660395
 -2.46886941 -2.18164572  3.15147151  2.4514152  -0.77276581 -2.84404327
  1.44698775 -0.01441774 -2.38429537  2.22342279  1.51791985 -0.61278752
  0.94635728 -1.51740294 -0.44055246  2.46103226 -0.01316132  0.68040441
  2.84135048  1.02317856  3.08225133  2.96449937  2.8820325  -2.82192565
  0.03363839 -0.30748653  1.44013463  2.7797928  -0.44471568 -2.31678575
  2.41808939 -3.0838994   0.71333834 -0.60851966 -1.88979911  2.65545925
 -1.8375247  -1.69377198 -2.5309913   2.15847728 -2.21832379  2.19504994
  2.23934071  1.70786016  2.33802193  2.88736767  1.64686989  1.69823914
 -1.92753622 -2.19209919  1.27441274]
Sun Nov 24 12:17:15 2024,1403,0.018290958245357144,[-2.97831014  2.31311327 -2.17543298 -0.17145928  0.563713   -2.7943455
  3.15638188  2.1057064   0.99943948 -0.95625945  0.70357023  0.92803028
  1.33860512 -1.9067792   1.06259384  2.91846638 -0.36778805 -0.36134003
 -1.92858783  0.88353111  1.79757433  2.72683875 -1.09509168 -0.34790853
 -2.46756483 -2.1829503   3.15277609  2.45271978 -0.77146122 -2.84273869
  1.44568317 -0.01311316 -2.38559995  2.22472737  1.51922443 -0.6140921
  0.9450527  -1.51870752 -0.44185704  2.46233684 -0.0144659   0.68170899
  2.8400459   1.02448314  3.08094675  2.96319479  2.88072792 -2.82323023
  0.03494297 -0.30879112  1.44143921  2.78109738 -0.44602026 -2.31548117
  2.41939397 -3.08520398  0.71464292 -0.60982424 -1.89110369  2.65676383
 -1.83882928 -1.69507656 -2.52968672  2.15978186 -2.21962837  2.19635452
  2.24064529  1.70916474  2.33932651  2.88606309  1.64817447  1.69954372
 -1.92623164 -2.19079461  1.27310816]
Sun Nov 24 12:28:33 2024,1404,0.017946969803563573,[-2.9769036   2.31170673 -2.17683951 -0.17005274  0.56511953 -2.79293896
  3.15778842  2.10711293  0.99803295 -0.95766599  0.70497677  0.92943682
  1.34001165 -1.90537267  1.06118731  2.91705984 -0.36638151 -0.36274656
 -1.92999436  0.88493765  1.79898087  2.72543221 -1.09368515 -0.34650199
 -2.46897137 -2.18435684  3.15136955  2.45131324 -0.77286776 -2.84414523
  1.44427663 -0.0145197  -2.38419341  2.22613391  1.52063096 -0.61549864
  0.94364616 -1.52011406 -0.44326358  2.4609303  -0.01587243  0.68311552
  2.83863937  1.02588968  3.08235329  2.96460133  2.88213445 -2.82463676
  0.03353643 -0.31019765  1.44284574  2.78250392 -0.44742679 -2.31407463
  2.41798743 -3.08379744  0.71323638 -0.61123078 -1.89251023  2.65535729
 -1.84023581 -1.6964831  -2.52828018  2.1611884  -2.21822184  2.19776106
  2.24205183  1.71057127  2.34073304  2.88746963  1.64958101  1.70095026
 -1.9248251  -2.19220115  1.27170162]
Sun Nov 24 12:39:30 2024,1405,0.019906900851487348,[-2.97746047  2.31226359 -2.17628265 -0.17060961  0.5656764  -2.7923821
  3.15723155  2.10655607  0.99747608 -0.95822285  0.70441991  0.92887995
  1.33945479 -1.90592953  1.06063044  2.91761671 -0.36693837 -0.36330343
 -1.93055123  0.88549451  1.798424    2.72487535 -1.09424201 -0.34705885
 -2.46841451 -2.18491371  3.15192641  2.45187011 -0.77342463 -2.84470209
  1.44371977 -0.01396283 -2.38475027  2.22669077  1.5200741  -0.6160555
  0.9430893  -1.51955719 -0.44382044  2.46148716 -0.01531557  0.68255866
  2.83919623  1.02533282  3.08179643  2.96515819  2.88269132 -2.82519363
  0.03409329 -0.30964079  1.44228888  2.78194705 -0.44686993 -2.3146315
  2.4185443  -3.08324058  0.71267952 -0.61067391 -1.89195336  2.65591415
 -1.84079268 -1.69703996 -2.52772332  2.16063153 -2.21766497  2.19831793
  2.24149497  1.71112814  2.34128991  2.88802649  1.65013787  1.70150712
 -1.92538197 -2.19275801  1.27114476]
Sun Nov 24 12:50:25 2024,1406,0.019100919071901663,[-2.97786868  2.31185538 -2.17669086 -0.1702014   0.56526819 -2.79279031
  3.15682334  2.10696428  0.99706787 -0.95863106  0.70401169  0.92928817
  1.33904658 -1.90552132  1.06103865  2.9172085  -0.36653016 -0.36289522
 -1.93095944  0.88590272  1.79883221  2.72528356 -1.09465022 -0.34746706
 -2.46882272 -2.18450549  3.15233462  2.45227832 -0.77383284 -2.84429388
  1.44412798 -0.01355462 -2.38434206  2.22628256  1.51966589 -0.61646371
  0.94268108 -1.51996541 -0.44422865  2.46107895 -0.01572378  0.68215045
  2.83878802  1.02574103  3.08220464  2.96474998  2.88309953 -2.82478542
  0.03450151 -0.30923258  1.44188067  2.78153884 -0.44727814 -2.31422328
  2.41895251 -3.08283237  0.71308773 -0.61108213 -1.89236157  2.65550594
 -1.84038447 -1.69744817 -2.52813153  2.16103974 -2.21725676  2.19790971
  2.24190318  1.71071993  2.34169812  2.8884347   1.65054608  1.70191533
 -1.92497376 -2.1923498   1.27073655]
Sun Nov 24 13:01:25 2024,1407,0.01893113120349813,[-2.97750309  2.3114898  -2.17632527 -0.16983581  0.56563377 -2.7931559
  3.15645776  2.10732987  0.99743346 -0.95826548  0.70437728  0.92965375
  1.33941216 -1.90515573  1.06140424  2.91757408 -0.36616458 -0.36252963
 -1.93059385  0.88626831  1.79846663  2.72491797 -1.09501581 -0.34710148
 -2.46845713 -2.18487108  3.15196904  2.45191273 -0.77419842 -2.84465947
  1.4437624  -0.01318904 -2.38397648  2.22591698  1.52003147 -0.6168293
  0.9423155  -1.51959982 -0.44386306  2.46144454 -0.0153582   0.68178486
  2.83915361  1.02610661  3.08183905  2.9643844   2.88346511 -2.82441983
  0.03486709 -0.30959816  1.44224625  2.78117326 -0.44691255 -2.3138577
  2.41858692 -3.08319795  0.71345332 -0.61071654 -1.89272716  2.65514036
 -1.84001888 -1.69781376 -2.52849712  2.16067416 -2.21762235  2.1982753
  2.24153759  1.71035434  2.34133253  2.88880029  1.6501805   1.70228092
 -1.92533934 -2.19198422  1.27110213]
Sun Nov 24 13:12:20 2024,1408,0.018730179792510987,[-2.97770975  2.31128314 -2.17611862 -0.16962916  0.56584043 -2.79336255
  3.1562511   2.10753652  0.99764011 -0.95847213  0.70458394  0.92986041
  1.33961882 -1.90536239  1.06119758  2.91736742 -0.36595792 -0.36273629
 -1.9303872   0.88606165  1.79825997  2.72512463 -1.09522246 -0.34730814
 -2.46825047 -2.18507774  3.15176238  2.45211939 -0.77399176 -2.84486612
  1.44396905 -0.01339569 -2.38376982  2.22571032  1.52023813 -0.61703595
  0.94252216 -1.51980648 -0.44365641  2.4616512  -0.01556485  0.68199152
  2.83894695  1.02631327  3.08163239  2.96459105  2.88367177 -2.82462649
  0.03466043 -0.30980482  1.44245291  2.7809666  -0.44711921 -2.31406436
  2.41838027 -3.0829913   0.71324666 -0.6109232  -1.89293381  2.65534702
