Time,Iteration,Cost,Parameters
  1.43237392 -0.01180355 -2.4001824   2.2136229   1.50196583 -0.61458481
  0.93486726 -1.52708156 -0.41713811  2.45036607 -0.03939676  0.71120421
  2.83976302  1.01542522  3.08614346  2.97783142  2.90078389 -2.82263795
  0.04489869 -0.32219629  1.45557823  2.77508582 -0.45063978 -2.30743657
  2.42840302 -3.09382314  0.71926782 -0.61220623 -1.86755349  2.65387483
 -1.83942241 -1.66472023 -2.52655641  2.16238791 -2.22761932  2.18622175
  2.22870906  1.71170668  2.35113411  2.86997129  1.62360972  1.69528839
 -1.94231755 -2.1898988   1.26988764]
Sat Nov 23 22:57:00 2024,1330,0.021884562419934705,[-3.01007745  2.33540701 -2.18616716 -0.16958233  0.58133357 -2.78935698
  3.14435701  2.13022141  1.0030826  -0.96814373  0.67015946  0.93989291
  1.3284073  -1.92525554  1.05746746  2.9057858  -0.37468155 -0.36495847
 -1.9271489   0.88854862  1.78221466  2.72417805 -1.12035748 -0.34811671
 -2.46016193 -2.18943708  3.13404233  2.44807453 -0.74651326 -2.84224969
  1.43313429 -0.01104317 -2.39942202  2.21438327  1.5027262  -0.61382444
  0.93410688 -1.52784193 -0.41789849  2.45112644 -0.04015714  0.71044384
  2.8405234   1.0161856   3.08690383  2.9785918   2.90154426 -2.82187757
  0.04565907 -0.32143591  1.45481786  2.7758462  -0.45140015 -2.30819695
  2.42764265 -3.09458351  0.7200282  -0.61296661 -1.86831386  2.6546352
 -1.83866204 -1.6654806  -2.52731678  2.16162754 -2.22685895  2.18698212
  2.22794869  1.71094631  2.35189448  2.87073166  1.62437009  1.69452802
 -1.94307793 -2.19065917  1.27064801]
Sat Nov 23 23:07:48 2024,1331,0.021853012310066314,[-3.00978308  2.33570138 -2.18646153 -0.16987669  0.58103921 -2.78965134
  3.14465137  2.13051578  1.00337697 -0.9684381   0.6698651   0.93959855
  1.32870166 -1.92496117  1.05717309  2.90608017 -0.37497591 -0.36466411
 -1.92744327  0.88825425  1.78192029  2.72447242 -1.12006312 -0.34841107
 -2.45986757 -2.18973144  3.1343367   2.44778016 -0.7462189  -2.84195532
  1.43342866 -0.01074881 -2.39971639  2.21467764  1.50302057 -0.6141188
  0.93440125 -1.52754757 -0.41760412  2.45083207 -0.04045151  0.71014947
  2.84081776  1.01647996  3.08660947  2.97829743  2.90183863 -2.8215832
  0.04595343 -0.32114155  1.45452349  2.77555183 -0.45110579 -2.30790258
  2.42734828 -3.09487788  0.71973383 -0.61326097 -1.86860823  2.65492957
 -1.83836767 -1.66518623 -2.52761115  2.16133317 -2.22715331  2.18727649
  2.22824305  1.71065194  2.35218885  2.8704373   1.62466446  1.69482239
 -1.94337229 -2.19036481  1.27035365]
Sat Nov 23 23:18:52 2024,1332,0.022652990071696806,[-3.00892506  2.33484336 -2.18731955 -0.16901867  0.58018119 -2.78879332
  3.14379335  2.1313738   1.00423499 -0.96929612  0.67072312  0.93874053
  1.32784364 -1.92410315  1.05803111  2.90693819 -0.37411789 -0.36552213
 -1.92658524  0.88739623  1.78277831  2.7236144  -1.1192051  -0.3492691
 -2.45900954 -2.18887342  3.13347868  2.44863818 -0.74707692 -2.8410973
  1.43428668 -0.01160683 -2.39885837  2.21553566  1.50216255 -0.61497682
  0.93525927 -1.52668955 -0.41846214  2.44997405 -0.03959348  0.71100749
  2.83995974  1.01562194  3.08746749  2.97743941  2.90269665 -2.82244123
  0.04509541 -0.32028353  1.45366547  2.77640985 -0.45196381 -2.30704456
  2.4282063  -3.09401985  0.72059185 -0.61240295 -1.8677502   2.65407154
 -1.83750965 -1.66604426 -2.52846917  2.16047515 -2.22801133  2.18813451
  2.22738503  1.70979392  2.35304687  2.86957928  1.62380644  1.69568041
 -1.94251427 -2.19122283  1.27121167]
Sat Nov 23 23:29:50 2024,1333,0.022088313920918416,[-3.00968032  2.33559862 -2.18807481 -0.16977394  0.58093645 -2.78803805
  3.14303809  2.13212907  1.00347972 -0.96854085  0.67147839  0.93798526
  1.32708838 -1.92485842  1.05878638  2.90769345 -0.37336263 -0.36476686
 -1.92734051  0.88664096  1.78202304  2.72285913 -1.11844983 -0.34851383
 -2.45976481 -2.18811815  3.13423394  2.44788291 -0.74632165 -2.84034203
  1.43353141 -0.0123621  -2.3981031   2.21478039  1.50291781 -0.61573209
  0.93601454 -1.52744481 -0.41770688  2.44921879 -0.03883822  0.71176276
  2.84071501  1.01637721  3.08822275  2.97668414  2.90345192 -2.82319649
  0.04434014 -0.31952826  1.4529102   2.77565459 -0.45271907 -2.30628929
  2.42745104 -3.09326459  0.71983659 -0.61315822 -1.86699494  2.65482681
 -1.83826492 -1.66679952 -2.52922444  2.15971988 -2.22725607  2.18888978
  2.22662976  1.71054919  2.35380214  2.87033454  1.6245617   1.69643567
 -1.94175901 -2.19046756  1.27196693]
Sat Nov 23 23:40:46 2024,1334,0.021473487681094684,[-3.01099692  2.33691522 -2.18675822 -0.17109053  0.58225305 -2.78672146
  3.14172149  2.13344567  1.00479632 -0.96722426  0.67016179  0.93930186
  1.32840497 -1.92354182  1.06010298  2.90901005 -0.37467922 -0.36345026
 -1.92865711  0.88532437  1.78333964  2.72154253 -1.11976643 -0.34983043
 -2.46108141 -2.18680156  3.13555054  2.44656632 -0.74500505 -2.84165863
  1.43221482 -0.0110455  -2.3967865   2.21609699  1.50423441 -0.61704869
  0.93733113 -1.52612822 -0.41639028  2.45053538 -0.04015481  0.71044616
  2.84203161  1.01506061  3.08953935  2.97800074  2.90213532 -2.8218799
  0.04565674 -0.32084486  1.4542268   2.77697118 -0.45403567 -2.30760589
  2.42613444 -3.09194799  0.72115318 -0.61184162 -1.86831153  2.65351021
 -1.83958152 -1.66548293 -2.52790784  2.15840329 -2.22857266  2.19020638
  2.22794636  1.70923259  2.35248554  2.87165114  1.62324511  1.69775227
 -1.94044241 -2.19178416  1.27065034]
Sat Nov 23 23:51:37 2024,1335,0.021542998038774738,[-3.01079827  2.33711387 -2.18655956 -0.17089188  0.5824517  -2.78692011
  3.14152284  2.13364432  1.00459767 -0.96742291  0.66996314  0.9391032
  1.32860363 -1.92374047  1.05990432  2.9088114  -0.37487788 -0.36325161
 -1.92845846  0.88512571  1.78353829  2.72134388 -1.11996508 -0.35002908
 -2.46128006 -2.18700021  3.13574919  2.44636766 -0.74520371 -2.84145998
  1.43241347 -0.01124415 -2.39658785  2.21589834  1.50443306 -0.61724734
  0.93713248 -1.52592956 -0.41658893  2.45033673 -0.03995616  0.71024751
  2.84183295  1.01486196  3.0893407   2.97819939  2.90193667 -2.82168124
  0.04545809 -0.32104351  1.45442546  2.77716984 -0.45423432 -2.30780454
  2.42593579 -3.09214664  0.72095453 -0.61164297 -1.86811288  2.65370887
 -1.83978017 -1.66528427 -2.52810649  2.15860194 -2.22837401  2.19040503
  2.22774771  1.70903394  2.35228689  2.87145249  1.62344376  1.69795092
 -1.94064106 -2.19158551  1.27045168]
Sun Nov 24 00:02:34 2024,1336,0.020806155608569268,[-3.01089142  2.33702073 -2.18646642 -0.17098503  0.58235855 -2.78682696
  3.14161598  2.13355117  1.00450452 -0.96732976  0.67005629  0.93901005
  1.32851048 -1.92364732  1.05981117  2.90890455 -0.37497103 -0.36315846
 -1.92855161  0.88503256  1.78363144  2.72125073 -1.12005823 -0.34993593
 -2.46137321 -2.18709336  3.13565604  2.44627452 -0.74529685 -2.84155313
  1.43250662 -0.0113373  -2.396681    2.21580519  1.50452621 -0.61715419
  0.93703933 -1.52602271 -0.41649578  2.45024358 -0.03986301  0.71015436
  2.8417398   1.01476881  3.08943385  2.97810624  2.90202982 -2.82158809
  0.04536494 -0.32113666  1.4545186   2.77726299 -0.45432747 -2.30789769
  2.42584264 -3.09205349  0.72086138 -0.61173612 -1.86801973  2.65380202
 -1.83987332 -1.66537742 -2.52819964  2.15850879 -2.22828086  2.19031188
  2.22784086  1.70912709  2.35238004  2.87135934  1.62335061  1.69804407
 -1.94054791 -2.19149236  1.27054483]
Sun Nov 24 00:13:42 2024,1337,0.0216119582660676,[-3.01135731  2.33748661 -2.18600053 -0.17051914  0.58282444 -2.78729285
  3.14208187  2.13308528  1.00497041 -0.96779565  0.6695904   0.93854417
  1.32897637 -1.92318143  1.06027706  2.90843866 -0.37543691 -0.36269257
 -1.92808572  0.88549845  1.78316556  2.72078484 -1.12052412 -0.34947004
 -2.46090732 -2.18755925  3.13519016  2.4467404  -0.74576274 -2.84108724
  1.43297251 -0.01087141 -2.39621511  2.21627107  1.50406032 -0.6166883
  0.93657344 -1.52555682 -0.41696167  2.45070947 -0.0403289   0.71062025
  2.84127392  1.01430292  3.08989974  2.97764036  2.90156393 -2.82112221
  0.04489905 -0.32160255  1.45405272  2.77772887 -0.45386159 -2.30836358
  2.42537675 -3.09158761  0.72039549 -0.61127023 -1.86755385  2.65333613
 -1.83940743 -1.66584331 -2.52866553  2.15897468 -2.22874675  2.18984599
  2.22737497  1.7086612   2.35191415  2.87182523  1.6238165   1.69850996
 -1.9410138  -2.19102647  1.27007895]
Sun Nov 24 00:24:45 2024,1338,0.021046252640421273,[-3.01015177  2.33628107 -2.18479499 -0.1693136   0.5816189  -2.78849839
  3.14328741  2.13187974  1.00617595 -0.96900119  0.66838486  0.93733863
  1.3301819  -1.92438697  1.0614826   2.90723312 -0.37664245 -0.36389811
 -1.92688018  0.88670399  1.78196002  2.7195793  -1.11931858 -0.3482645
 -2.46211286 -2.18876479  3.1363957   2.44553486 -0.7445572  -2.8398817
  1.43176697 -0.01207695 -2.39500957  2.21506554  1.50285479 -0.61548276
  0.9353679  -1.52435128 -0.41816721  2.44950393 -0.03912336  0.70941471
  2.84247946  1.01550846  3.09110527  2.97643482  2.90276947 -2.82232774
  0.04610459 -0.32039701  1.45525826  2.77893441 -0.45265605 -2.30715804
  2.42658229 -3.09279315  0.71918995 -0.61006469 -1.86634831  2.65213059
 -1.84061297 -1.66463777 -2.52745999  2.15776914 -2.22995229  2.18864045
  2.22616943  1.70745566  2.35070861  2.87061969  1.62261096  1.6997155
 -1.94221934 -2.18982093  1.27128448]
Sun Nov 24 00:35:42 2024,1339,0.021948723097645482,[-3.00986273  2.33657011 -2.18450595 -0.16960264  0.58132986 -2.78820935
  3.14357645  2.13159071  1.00588691 -0.96871215  0.6686739   0.93762766
  1.32989287 -1.92409794  1.06177164  2.90752216 -0.37693149 -0.36418715
 -1.92659114  0.88699303  1.78167098  2.71986834 -1.11960761 -0.34797547
 -2.46182382 -2.18905382  3.13668473  2.44524583 -0.74426817 -2.83959266
  1.43147793 -0.01178791 -2.39529861  2.2147765   1.50256575 -0.61519373
  0.93565694 -1.52464032 -0.41845625  2.44979297 -0.03883432  0.70970375
  2.84219042  1.0157975   3.09081624  2.97614578  2.90248043 -2.82261678
  0.04639363 -0.32068604  1.45554729  2.77864537 -0.45236701 -2.306869
  2.42687133 -3.09250411  0.71947899 -0.61035373 -1.86663734  2.65241963
 -1.84032393 -1.66434873 -2.52774903  2.15805818 -2.22966325  2.18892949
  2.22645847  1.70716662  2.35041957  2.87090872  1.6229      1.69942646
 -1.9419303  -2.19010997  1.27157352]
Sun Nov 24 00:46:38 2024,1340,0.022015310880784244,[-3.00964084  2.336792   -2.18428406 -0.16982453  0.58110798 -2.78798746
  3.14335456  2.13136882  1.0061088  -0.96849026  0.66845201  0.93784955
  1.32967098 -1.92387605  1.06154975  2.90774405 -0.37715338 -0.36440904
 -1.92681303  0.88721492  1.78189287  2.71964645 -1.1198295  -0.34819736
 -2.46160193 -2.18927571  3.13646284  2.44546772 -0.74404628 -2.83937077
  1.43169982 -0.0120098  -2.39507672  2.21499839  1.50234386 -0.61541562
  0.93543505 -1.52486221 -0.41823436  2.45001486 -0.03905621  0.70948186
  2.84196853  1.01557561  3.09059435  2.97636767  2.90270232 -2.82239489
  0.04617174 -0.32046415  1.45576918  2.77842349 -0.45214512 -2.30709089
  2.42709322 -3.09228222  0.7192571  -0.61013184 -1.86685923  2.65264152
 -1.84010204 -1.66457062 -2.52797092  2.15828007 -2.22944136  2.18915138
  2.22623658  1.70694473  2.35064146  2.87113061  1.62312189  1.69920457
 -1.94170841 -2.18988808  1.27135163]
Sun Nov 24 00:57:35 2024,1341,0.021120941606692614,[-3.00697552  2.33412668 -2.18694938 -0.17248985  0.57844266 -2.79065278
  3.14601988  2.1287035   1.00877412 -0.97115558  0.66578669  0.94051487
  1.3323363  -1.92121073  1.06421507  2.90507873 -0.3798187  -0.36174372
 -1.92414771  0.88988024  1.78455819  2.71698113 -1.12249482 -0.34553204
 -2.46426725 -2.19194103  3.13912816  2.44813303 -0.7467116  -2.84203609
  1.43436514 -0.00934449 -2.3924114   2.21766371  1.50500918 -0.6127503
  0.93810037 -1.52752753 -0.42089968  2.45268017 -0.0363909   0.71214718
  2.84463385  1.01291029  3.09325967  2.97370235  2.900037   -2.82506021
  0.04350642 -0.31779884  1.45310386  2.7810888  -0.4494798  -2.30442557
  2.4244279  -3.0896169   0.72192242 -0.60746652 -1.86419391  2.65530683
 -1.84276736 -1.66723594 -2.53063623  2.16094538 -2.22677604  2.18648606
  2.22357126  1.70961005  2.35330678  2.8684653   1.62045657  1.69653926
 -1.94437373 -2.18722276  1.26868631]
Sun Nov 24 01:08:30 2024,1342,0.019943132911230146,[-3.00407442  2.33702779 -2.18404828 -0.16958875  0.57554155 -2.78775167
  3.14311877  2.1258024   1.01167522 -0.96825447  0.66868779  0.93761377
  1.3352374  -1.92411183  1.06711617  2.90797983 -0.3827198  -0.35884262
 -1.92124661  0.88697913  1.78745929  2.71988224 -1.11959372 -0.34263094
 -2.46716836 -2.18903993  3.14202926  2.44523193 -0.7496127  -2.83913499
  1.43726624 -0.01224559 -2.3895103   2.2147626   1.50210807 -0.6156514
  0.93519927 -1.52462643 -0.42380078  2.44977907 -0.03348979  0.71504828
  2.84173274  1.01581139  3.09035856  2.97080125  2.8971359  -2.82796131
  0.04640752 -0.31489773  1.45600497  2.78398991 -0.45238091 -2.30732668
  2.4215268  -3.092518    0.71902132 -0.60456542 -1.86709502  2.65240573
 -1.83986626 -1.67013704 -2.53353734  2.15804428 -2.22387494  2.18358496
  2.22647236  1.70670895  2.35040568  2.8713664   1.62335767  1.69363815
 -1.94147263 -2.18432166  1.27158742]
Sun Nov 24 01:19:27 2024,1343,0.020827448854571703,[-3.00287048  2.33582385 -2.18525222 -0.17079269  0.5767455  -2.78654773
  3.14191483  2.12700634  1.01287916 -0.96945841  0.66989173  0.93881771
  1.33644134 -1.92531577  1.06591223  2.90677589 -0.38392374 -0.36004656
 -1.92004267  0.88818307  1.78625535  2.7186783  -1.11838978 -0.34383488
 -2.46596442 -2.19024387  3.1432332   2.44402799 -0.75081664 -2.83793105
  1.43847018 -0.01344953 -2.39071424  2.21596654  1.50331201 -0.61685534
  0.93640321 -1.52583037 -0.42500472  2.44857513 -0.03228585  0.71384434
  2.8405288   1.01701533  3.08915462  2.96959731  2.89833984 -2.82675737
  0.04520358 -0.31369379  1.45720891  2.78519385 -0.45358485 -2.30612274
  2.42273074 -3.09131406  0.72022526 -0.60336148 -1.86829896  2.65120179
 -1.83866232 -1.67134098 -2.5323334   2.15684034 -2.222671    2.1847889
  2.2276763   1.70550501  2.34920174  2.87257034  1.62456161  1.69243421
 -1.94026869 -2.1855256   1.27038348]
Sun Nov 24 01:30:28 2024,1344,0.020603627100411886,[-3.00219842  2.33515178 -2.18458015 -0.17012062  0.57741756 -2.78587567
  3.14124277  2.12633427  1.01355122 -0.97013048  0.6705638   0.93814564
  1.33576927 -1.92598784  1.06658429  2.90744796 -0.38325167 -0.35937449
 -1.91937061  0.88885514  1.78558329  2.71800623 -1.11906184 -0.34450694
 -2.46529235 -2.19091593  3.14390527  2.44335593 -0.75014457 -2.83860311
  1.43779811 -0.01277746 -2.39004217  2.21663861  1.50398408 -0.61752741
  0.93573114 -1.52650243 -0.42433265  2.44790307 -0.03295792  0.7145164
  2.83985674  1.0176874   3.08848256  2.97026937  2.89766778 -2.82742944
  0.04587565 -0.31302173  1.45788097  2.78452178 -0.45425691 -2.3067948
  2.4234028  -3.090642    0.72089732 -0.60403354 -1.86897102  2.65187386
 -1.83799025 -1.67066892 -2.53166133  2.15751241 -2.22334307  2.18546096
  2.22834837  1.70483294  2.34852967  2.8732424   1.62388955  1.69310628
 -1.94094075 -2.18619766  1.26971141]
Sun Nov 24 01:41:25 2024,1345,0.02076335960126609,[-3.00197829  2.3353719  -2.18436003 -0.1699005   0.57763768 -2.78565555
  3.14102265  2.12655439  1.01377135 -0.9703506   0.67034367  0.93792552
  1.3359894  -1.92576771  1.06636417  2.90722783 -0.38303155 -0.35959462
 -1.91959073  0.88863501  1.78580341  2.71822635 -1.11928197 -0.34428682
 -2.46551247 -2.19113605  3.14412539  2.44357605 -0.74992445 -2.83838299
  1.43801824 -0.01299759 -2.38982205  2.21641849  1.5042042  -0.61730728
  0.93551102 -1.52672255 -0.42455278  2.44812319 -0.03317804  0.71473653
  2.84007686  1.01746728  3.08826244  2.9704895   2.89744765 -2.82764956
  0.04609577 -0.31280161  1.45766085  2.7847419  -0.45447703 -2.30701492
  2.42362292 -3.09042188  0.72111744 -0.60381342 -1.8687509   2.65209398
 -1.83777013 -1.6704488  -2.53188146  2.15729228 -2.22356319  2.18524084
  2.22812825  1.70505307  2.34830955  2.87346253  1.62366942  1.69288615
 -1.94072063 -2.18641778  1.26993154]
Sun Nov 24 01:52:23 2024,1346,0.019522053669355832,[-2.99894086  2.33233447 -2.18739746 -0.16686307  0.57460025 -2.78869298
  3.14406008  2.12959182  1.01680878 -0.96731317  0.66730624  0.94096295
  1.33902683 -1.92273028  1.0694016   2.9041904  -0.37999412 -0.36263205
 -1.9165533   0.88559758  1.78884084  2.72126378 -1.11624454 -0.34124939
 -2.46247504 -2.19417348  3.14716282  2.44053862 -0.75296188 -2.83534556
  1.44105567 -0.00996016 -2.39285948  2.21338106  1.50724163 -0.61426985
  0.93247359 -1.52975998 -0.42151535  2.45116062 -0.03621547  0.7116991
  2.84311429  1.01442985  3.08522501  2.96745207  2.89441022 -2.82461213
  0.0491332  -0.30976418  1.45462342  2.78170447 -0.4514396  -2.31005235
  2.42058549 -3.09345931  0.72415487 -0.60685085 -1.87178833  2.65513141
 -1.8347327  -1.66741137 -2.53491889  2.15425485 -2.22660062  2.18827827
  2.22509082  1.70201564  2.34527212  2.8704251   1.62670685  1.69592358
 -1.9376832  -2.18338035  1.27296897]
Sun Nov 24 02:03:17 2024,1347,0.020521121967620973,[-3.00071724  2.3305581  -2.18917384 -0.16863945  0.57637663 -2.79046935
  3.14583645  2.1313682   1.01858515 -0.96908955  0.66908262  0.93918657
  1.33725045 -1.92450666  1.07117798  2.90596678 -0.3817705  -0.36085567
 -1.91477692  0.88737396  1.79061722  2.71948741 -1.11802091 -0.33947301
 -2.46425142 -2.19239711  3.14538644  2.442315   -0.75473826 -2.83712194
  1.43927929 -0.01173653 -2.3910831   2.21515743  1.50546525 -0.61604623
  0.93424997 -1.53153636 -0.42329173  2.44938424 -0.03443909  0.70992272
  2.84133791  1.01620622  3.08700138  2.96922844  2.89263385 -2.82638851
  0.04735682 -0.31154055  1.4563998   2.7799281  -0.44966323 -2.30827598
  2.41880912 -3.09168293  0.7223785  -0.60862723 -1.87356471  2.65690779
 -1.83650908 -1.66918774 -2.53314251  2.15247848 -2.228377    2.19005465
  2.22686719  1.70379201  2.3470485   2.87220147  1.62848323  1.69414721
 -1.93945958 -2.18160398  1.27474534]
Sun Nov 24 02:14:10 2024,1348,0.02036081628886184,[-3.00033939  2.33093595 -2.18879598 -0.16826159  0.57675448 -2.79084721
  3.14621431  2.13099035  1.0182073  -0.9687117   0.66946047  0.93956443
  1.3376283  -1.92412881  1.07155583  2.90634464 -0.38139265 -0.36047782
 -1.91515477  0.88775182  1.79099507  2.71986526 -1.11839877 -0.33909516
 -2.46462927 -2.19277496  3.1457643   2.44269285 -0.7543604  -2.83749979
  1.43965714 -0.01211439 -2.39146096  2.21553529  1.5050874  -0.61642409
  0.93387211 -1.53115851 -0.42366958  2.4497621  -0.03481695  0.70954486
  2.84171577  1.01658408  3.08662353  2.9696063   2.89225599 -2.82676636
  0.04773468 -0.31191841  1.45602194  2.78030595 -0.45004108 -2.30789812
  2.41918697 -3.09206078  0.72200064 -0.60824937 -1.87318685  2.65728564
 -1.83613122 -1.66880989 -2.53352036  2.15285633 -2.22875485  2.18967679
  2.22724505  1.70416987  2.34742635  2.87257933  1.62886108  1.69452506
 -1.93908172 -2.18198183  1.27436749]
Sun Nov 24 02:25:05 2024,1349,0.021166820137606738,[-3.00351238  2.32776296 -2.18562299 -0.17143459  0.57358149 -2.78767421
  3.1493873   2.12781735  1.0150343  -0.97188469  0.67263347  0.93639143
  1.33445531 -1.9273018   1.06838284  2.90951763 -0.38456564 -0.35730482
 -1.91198178  0.89092481  1.78782207  2.71669227 -1.11522577 -0.34226815
 -2.46145628 -2.18960197  3.14893729  2.43951986 -0.7575334  -2.8343268
  1.44283014 -0.00894139 -2.38828796  2.21236229  1.5019144  -0.61325109
  0.93704511 -1.52798551 -0.42684257  2.45293509 -0.03798994  0.70637187
  2.84488876  1.01341108  3.08345053  2.97277929  2.889083   -2.82359337
  0.05090767 -0.30874541  1.45284895  2.78347895 -0.44686808 -2.31107112
  2.41601397 -3.09523378  0.71882765 -0.61142237 -1.87635985  2.66045863
 -1.83930422 -1.67198289 -2.53034737  2.14968333 -2.22558185  2.1865038
  2.23041804  1.70734286  2.34425335  2.86940633  1.63203408  1.69135206
 -1.93590873 -2.18515483  1.27119449]
Sun Nov 24 02:36:01 2024,1350,0.020786903523598844,[-3.00140982  2.32566039 -2.18352042 -0.17353715  0.57147892 -2.78557165
  3.14728474  2.12571478  1.01293174 -0.96978212  0.67473604  0.938494
  1.33655787 -1.92519924  1.0704854   2.90741506 -0.38666821 -0.35520225
 -1.91408435  0.89302738  1.78992464  2.7145897  -1.1131232  -0.34437072
 -2.45935371 -2.19170453  3.15103986  2.44162242 -0.75543083 -2.83642936
  1.44072757 -0.01104396 -2.39039053  2.21025972  1.49981184 -0.61535366
  0.93914768 -1.52588294 -0.42474001  2.45503766 -0.03588738  0.7042693
  2.84699133  1.01551365  3.08134797  2.97488186  2.88698043 -2.8214908
  0.04880511 -0.31084798  1.45074638  2.78137638 -0.44897065 -2.31317369
  2.41811654 -3.09313121  0.72093021 -0.61352494 -1.87425728  2.6625612
 -1.84140679 -1.66988032 -2.53244993  2.14758077 -2.22347929  2.18440123
  2.22831547  1.70944543  2.34635592  2.8715089   1.62993151  1.6892495
 -1.93380616 -2.18725739  1.26909193]
Sun Nov 24 02:47:08 2024,1351,0.02145662992126877,[-3.00328526  2.32378495 -2.18164498 -0.17166171  0.57335436 -2.78369621
  3.1454093   2.12383934  1.01480718 -0.97165756  0.67661148  0.94036944
  1.33468243 -1.92707468  1.06860996  2.90553962 -0.38854365 -0.35332681
 -1.91595979  0.89115194  1.79180008  2.71271426 -1.11499865 -0.34624616
 -2.45747827 -2.18982909  3.14916442  2.44349786 -0.75355539 -2.83455392
  1.43885213 -0.0129194  -2.39226597  2.20838428  1.50168728 -0.61347822
  0.93727224 -1.52775839 -0.42661545  2.4569131  -0.03401193  0.70239386
  2.84511589  1.01363821  3.07947253  2.97300642  2.88885587 -2.82336624
  0.04692967 -0.30897254  1.45262182  2.77950094 -0.44709521 -2.31129825
  2.41999198 -3.09500665  0.71905477 -0.6116495  -1.87613272  2.66068576
 -1.84328223 -1.67175576 -2.53432537  2.14570533 -2.22535473  2.18627667
  2.22644003  1.71132087  2.34448048  2.87338434  1.63180695  1.69112494
 -1.9356816  -2.18538195  1.27096737]
Sun Nov 24 02:58:07 2024,1352,0.021700914684324484,[-3.0030115   2.3235112  -2.18137123 -0.17193546  0.57308061 -2.78396996
  3.14568305  2.1241131   1.01453343 -0.97193132  0.67633773  0.94009569
  1.33495618 -1.92680092  1.06888371  2.90581337 -0.3888174  -0.35360056
 -1.91568604  0.89087819  1.79152633  2.71244051 -1.1152724  -0.34651991
 -2.45720452 -2.18955534  3.14943817  2.44377161 -0.75382914 -2.83428017
  1.43912588 -0.01264565 -2.39253972  2.20811053  1.50196103 -0.61375197
  0.93754599 -1.52748463 -0.4263417   2.45718685 -0.03373818  0.70212011
  2.84484214  1.01391196  3.07919878  2.97328017  2.88858212 -2.82363999
  0.04720342 -0.30869879  1.45289557  2.77977469 -0.44682146 -2.31102449
  2.41971823 -3.0952804   0.71878102 -0.61137574 -1.87640647  2.66095951
 -1.84355598 -1.67202951 -2.53459912  2.14543157 -2.22508098  2.18655042
  2.22671379  1.71159462  2.34420673  2.87311059  1.6320807   1.69085119
 -1.93540785 -2.1851082   1.27124112]
Sun Nov 24 03:09:07 2024,1353,0.020996121067037944,[-3.00162454  2.32212423 -2.18275819 -0.1705485   0.57169365 -2.78535692
  3.14429608  2.12272613  1.01314646 -0.97331828  0.67772469  0.94148265
  1.33356922 -1.92541396  1.07027068  2.90720034 -0.39020436 -0.3522136
 -1.917073    0.88949122  1.79291329  2.71105354 -1.11665936 -0.34790687
 -2.45859148 -2.1909423   3.15082513  2.44515858 -0.75244218 -2.83566714
  1.44051285 -0.01125869 -2.39392668  2.2094975   1.50334799 -0.612365
  0.93893295 -1.52609767 -0.42495473  2.45857381 -0.03512515  0.70073315
  2.8462291   1.012525    3.07781181  2.97189321  2.88996908 -2.82225303
  0.04581645 -0.30731183  1.45428253  2.78116165 -0.44820842 -2.31241146
  2.41833127 -3.09389344  0.72016799 -0.61276271 -1.87779344  2.65957255
 -1.84494294 -1.67341647 -2.53321216  2.14681854 -2.22369401  2.18516346
  2.22532682  1.71020766  2.34281977  2.87449755  1.63346767  1.68946422
 -1.93679481 -2.18372124  1.27262808]
Sun Nov 24 03:19:58 2024,1354,0.020373624849359437,[-3.00041837  2.32091806 -2.18396437 -0.17175468  0.57048747 -2.78415074
  3.14550226  2.12393231  1.01435264 -0.9721121   0.67651851  0.94027648
  1.3347754  -1.92420779  1.0690645   2.90840651 -0.38899819 -0.35341978
 -1.91586682  0.8906974   1.79170712  2.70984737 -1.11786553 -0.3467007
 -2.45738531 -2.18973613  3.15203131  2.4439524  -0.75364836 -2.83446096
  1.43930667 -0.01005251 -2.39513286  2.21070367  1.50214182 -0.61115883
  0.93772677 -1.5248915  -0.42616091  2.45736764 -0.03391897  0.70193932
  2.84743528  1.01131882  3.07660564  2.97309938  2.89117526 -2.82104685
  0.04702263 -0.308518    1.45548871  2.77995548 -0.44700225 -2.31120528
  2.41712509 -3.09509961  0.72137416 -0.61396888 -1.87899961  2.65836637
 -1.84373676 -1.67462265 -2.53200599  2.14561236 -2.22248784  2.18395729
  2.226533    1.71141383  2.34402594  2.87570373  1.63226149  1.68825805
 -1.93558864 -2.18251506  1.2714219 ]
Sun Nov 24 03:31:14 2024,1355,0.02282146143669571,[-2.99591857  2.31641826 -2.18846416 -0.16725488  0.56598768 -2.77965095
  3.15000205  2.11943251  1.00985285 -0.9766119   0.68101831  0.93577668
  1.3302756  -1.92870758  1.0735643   2.91290631 -0.38449839 -0.35791957
 -1.92036662  0.88619761  1.79620691  2.71434716 -1.11336574 -0.35120049
 -2.45288551 -2.19423592  3.14753151  2.4484522  -0.74914856 -2.83896075
  1.44380646 -0.01455231 -2.39063306  2.20620388  1.50664161 -0.61565862
  0.93322698 -1.5203917  -0.42166111  2.46186743 -0.02941918  0.69743953
  2.84293548  1.01581862  3.07210584  2.96859959  2.89567505 -2.82554665
  0.05152242 -0.3130178   1.45098891  2.77545568 -0.44250245 -2.31570508
  2.42162489 -3.09059982  0.72587396 -0.60946909 -1.88349941  2.66286617
 -1.83923697 -1.67912244 -2.52750619  2.14111257 -2.21798804  2.18845708
