Time,Iteration,Cost,Parameters
Sun Aug 25 02:47:52 2024,104,0.19057699445793796,[-1.51063027  2.36941789 -1.87770409 -0.66854542  0.42449312 -2.79817073
  3.40970753  2.01935295  0.86395402 -1.53390637]
Sun Aug 25 02:49:14 2024,105,0.19090586044914362,[-1.5095766   2.37047156 -1.87875776 -0.66959909  0.42554679 -2.79711706
  3.40865386  2.01829929  0.86290035 -1.53496003]
Sun Aug 25 02:50:37 2024,106,0.18954828627542372,[-1.50891579  2.37113237 -1.87941857 -0.6702599   0.42488598 -2.79777787
  3.40799305  2.01896009  0.86356116 -1.53429923]
Sun Aug 25 02:51:59 2024,107,0.19589015443770066,[-1.5090717   2.37128827 -1.87957447 -0.67010399  0.42473008 -2.79762196
  3.40814896  2.019116    0.86371707 -1.53445513]
Sun Aug 25 02:53:22 2024,108,0.19302409715777186,[-1.50809193  2.3703085  -1.88055424 -0.66912422  0.42570985 -2.79860173
  3.40716919  2.01813623  0.8627373  -1.53347536]
Sun Aug 25 02:54:45 2024,109,0.19380637419425123,[-1.50730097  2.36951754 -1.8813452  -0.66833326  0.42650081 -2.79781077
  3.40796015  2.01892719  0.86352826 -1.5326844 ]
Sun Aug 25 02:56:08 2024,110,0.1904518774776245,[-1.50646047  2.37035804 -1.88050471 -0.66749276  0.42566031 -2.79697027
  3.40880065  2.01808669  0.86268776 -1.5335249 ]
Sun Aug 25 02:57:31 2024,111,0.1889691650481271,[-1.50571094  2.37110756 -1.88125423 -0.66674324  0.42491078 -2.7977198
  3.40805112  2.01733717  0.86193823 -1.53277538]
Sun Aug 25 02:58:54 2024,112,0.1905876690685954,[-1.50476801  2.3720505  -1.8803113  -0.66768617  0.42396785 -2.79677686
  3.40710819  2.01639423  0.86288117 -1.53371831]
Sun Aug 25 03:00:16 2024,113,0.18878348908164339,[-1.50418589  2.37146838 -1.88089341 -0.66826829  0.42338573 -2.79735898
  3.40652607  2.01697635  0.86229905 -1.53313619]
Sun Aug 25 03:01:39 2024,114,0.1895807459576926,[-1.50489657  2.37217906 -1.88018274 -0.66897897  0.42267505 -2.79664831
  3.40581539  2.01626568  0.86158837 -1.53384687]
Sun Aug 25 03:03:01 2024,115,0.1941663974718938,[-1.5033125   2.37059499 -1.87859868 -0.67056303  0.42109099 -2.79823237
  3.40423133  2.01784974  0.86317244 -1.53543093]
Sun Aug 25 03:04:23 2024,116,0.1956539191829021,[-1.50227633  2.36955882 -1.87756251 -0.66952686  0.42212716 -2.79926854
  3.4052675   2.01681357  0.86213626 -1.53439476]
Sun Aug 25 03:05:46 2024,117,0.1945605500087867,[-1.50129391  2.3685764  -1.87854493 -0.66854443  0.42310959 -2.80025096
  3.40624993  2.01583114  0.86311869 -1.53341233]
Sun Aug 25 03:07:08 2024,118,0.19492223419197022,[-1.50021946  2.36965085 -1.87961938 -0.66746998  0.42418404 -2.80132542
  3.40517548  2.01475669  0.86204424 -1.53233788]
Sun Aug 25 03:08:30 2024,119,0.19611589415362146,[-1.50004078  2.36947218 -1.87979806 -0.66764866  0.42400536 -2.80114674
  3.4049968   2.01457802  0.86222291 -1.53251655]
