Time,Iteration,Cost,Parameters
Sat Aug 24 05:36:27 2024,71,0.1866072420867641,[-2.85387252  2.2304493  -2.11391919 -0.11833108  0.54854052]
Sat Aug 24 05:37:38 2024,72,0.18835373106612785,[-2.85246537  2.23185646 -2.11251203 -0.11692392  0.54713336]
Sat Aug 24 05:38:49 2024,73,0.18430634054224895,[-2.8519826   2.23137369 -2.11299479 -0.11644116  0.5466506 ]
Sat Aug 24 05:40:00 2024,74,0.18739448352675814,[-2.85185588  2.23124697 -2.11286807 -0.11656788  0.54652388]
Sat Aug 24 05:41:10 2024,75,0.18337457962979464,[-2.85169208  2.23141077 -2.11303187 -0.11673169  0.54636007]
Sat Aug 24 05:42:21 2024,76,0.1880777786267314,[-2.85089584  2.23061453 -2.11223563 -0.11752792  0.54556384]
Sat Aug 24 05:43:31 2024,77,0.18378519398692875,[-2.84951845  2.23199192 -2.11361302 -0.11615054  0.54418645]
Sat Aug 24 05:44:42 2024,78,0.18331534510778416,[-2.84871296  2.23118643 -2.11280753 -0.11534504  0.54499194]
Sat Aug 24 05:45:52 2024,79,0.18867059854997226,[-2.84776381  2.23023728 -2.11185838 -0.11629419  0.54404279]
Sat Aug 24 05:47:04 2024,80,0.18709795924686987,[-2.84759721  2.23007068 -2.11202498 -0.1161276   0.54387619]
Sat Aug 24 05:48:14 2024,81,0.18300661007638674,[-2.84643579  2.2312321  -2.11086355 -0.11496617  0.54503762]
Sat Aug 24 05:49:25 2024,82,0.18839090122975993,[-2.8458103   2.23060662 -2.11148903 -0.11559165  0.54441214]
Sat Aug 24 05:50:36 2024,83,0.18230850040150817,[-2.8446785   2.23173842 -2.11035723 -0.11445985  0.54328034]
Sat Aug 24 05:51:48 2024,84,0.18946405959832882,[-2.84440333  2.23146325 -2.1106324  -0.11473502  0.54300516]
Sat Aug 24 05:52:58 2024,85,0.18689043868175087,[-2.84335125  2.23251533 -2.11168449 -0.11578711  0.54405725]
Sat Aug 24 05:54:09 2024,86,0.18755956950827893,[-2.842303    2.23356358 -2.11273273 -0.11473887  0.54510549]
Sat Aug 24 05:55:20 2024,87,0.18466112913180197,[-2.84236017  2.23362074 -2.1127899  -0.1146817   0.54504833]
Sat Aug 24 05:56:31 2024,88,0.1859962651109098,[-2.84200633  2.23397459 -2.11243605 -0.11503554  0.54540217]
